id,subquestion,claim,quote,source_url,tier,confidence,note
SQ-05-C029,SQ-05,"A HANDBOOK.md benchmarkon (8,3K-79,4K tokenes szabályzat-dokumentumok mellett) a legerősebb tesztelt modell is csak a próbák 36,2%-át teljesíti, a legtöbb frontier modell 25% alatt marad.","the strongest evaluated model passes 36.2% of trials""; ""Most frontier models remain below 25%.",https://arxiv.org/html/2607.25398,T1,Alacsony,"Preprint, nem peer-reviewed. Azt méri, hogy a modell betartja-e MAGÁNAK a nagy blokknak a szabályait, nem azt, hogy egy TŐLE FÜGGETLEN feladatot ront-e — közelebb áll SQ-04-hez, mint SQ-05-höz."
SQ-05-C030,SQ-05,Egy 2026 márciusi Microsoft-preprint szerint az interferencia kétirányú: egy formázási megkötés jelenléte egy tőle független feladat (GSM8K) pontosságát is ronthatja — egy modell esetében 93%-ról 27%-ra.,"Interference is bidirectional: formatting constraints can also reduce task accuracy, with one model's GSM8K accuracy dropping from **93% to 27%**.",https://arxiv.org/html/2603.23530v1,T1,Alacsony,"Preprint, nem peer-reviewed (2026.03, egyszerzős, Microsoft). Ez a kutatás legközvetlenebb (bár nem azonos konfigurációjú) találata az SQ-05 fő kérdésére."
SQ-05-C031,SQ-05,"Ugyanez a tanulmány szerint egy megkötés betartása is romlik (2-21%-kal) konkurens feladatterhelés mellett, 8000+ prompton, három modellcsaládon (o4-mini, DeepSeek-V3.1, Llama-3.3-70B) mérve.",compliance drops by 2–21% under concurrent task load,https://arxiv.org/html/2603.23530v1,T1,Alacsony,"Preprint, nem peer-reviewed."
SQ-05-C032,SQ-05,"Ugyanez a tanulmány kiegészítő halmozási kísérletekben azt találta, hogy az együttes betartás élesen csökken, ahogy a megkötések felhalmozódnak.","In additional stacking experiments, joint compliance declines sharply as constraints accumulate.",https://arxiv.org/html/2603.23530v1,T1,Alacsony,"Preprint, nem peer-reviewed."
SQ-05-C033,SQ-05,"Az Anthropic hivatalos mérnöki iránymutatása szerint az egyik leggyakoribb hibamód a túlzsúfolt eszközkészlet, amely túl sok funkciót fed le, vagy kétértelmű döntési pontokat hoz létre arról, melyik eszközt kell használni.",One of the most common failure modes we see is bloated tool sets that cover too much functionality or lead to ambiguous decision points about which tool to use.,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,T1,Közepes,"Tervezési alapelv, nem mérés — nincs hozzá konkrét degradációs szám."
SQ-05-C034,SQ-05,"Az Anthropic ajánlása szerint a cél a legkisebb olyan, magas-jelértékű tokenhalmaz megtalálása, amely maximalizálja a kívánt eredmény valószínűségét.",Find the smallest set of high-signal tokens that maximize the likelihood of your desired outcome.,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,T1,Közepes,
SQ-05-C035,SQ-05,"Az Anthropic hivatalos ajánlása szerint a kontextus különböző elemeinél (rendszerprompt, eszközök, példák, üzenetelőzmény) átgondoltan, informatívan, de szűkösen kell eljárni.","our overall guidance across the different components of context (system prompts, tools, examples, message history, etc) is to be thoughtful and keep your context informative, yet tight.",https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,T1,Közepes,"Ez a mondat feszültségben áll a Chroma 'kevert szöveg jobb, mint koherens' megfigyelésével (SQ-05-C007) — ld. ellentmondasok.md."
SQ-05-C036,SQ-05,"Egy GitHub issue (egyetlen felhasználó megfigyelése) szerint a kimi-k2.5 modell alapértelmezett (hosszabb, több megkötést tartalmazó) rendszerpromptja rosszabbul teljesített két kódolási benchmarkon (58,0±2,4 vs. 54,1±3,8; illetve 67,1±1,0 vs. 60,0±2,4), mint egy finomhangolt, rövidebb prompt — az alapértelmezett prompt nem semleges, csökkenti mind az átlagos teljesítményt, mind a stabilitást.",the default prompt is not neutral for Kimi. It appears to reduce both average performance and result stability.,https://github.com/anomalyco/opencode/issues/20258,T3,Alacsony,"Egyetlen felhasználó egyetlen megfigyelése, nem kontrollált tanulmány; a hossz hatása itt összekeveredik a rossz/ellentmondásos instrukciók hatásával."
SQ-05-C037,SQ-05,"A 'MCP Tool Descriptions Are Smelly!' tanulmány ablációs kísérlete szerint a Examples komponens eltávolítása statisztikailag nem rontja a teljesítményt — vagyis a hosszabb eszközleírás egy része 'nem dolgozik'; ugyanakkor a leírások általános kiegészítése +5,85 százalékpont sikerráta-javulást hozott, de +67,46%-kal (medián) több végrehajtási lépéssel és az esetek 16,67%-ában rosszabb eredménnyel járt.",removing the Examples component does not statistically degrade performance,https://arxiv.org/html/2602.14878v1,T1,Közepes,"Nem azonos token-számú 'sok rövid vs. kevés hosszú' összehasonlítás, csak közvetett jel."
SQ-05-C038,SQ-05,"Egy ajánlórendszer-promptokat vizsgáló tanulmány szerint több információ hozzáadása nem mindig vezet jobb pontossághoz; nagyobb minta (k=100) néha rosszabb volt, mint egy kisebb (k=20).",adding more information...did not always lead to better accuracy,https://arxiv.org/html/2412.14454v1,T1,Közepes,"Ez az ITEM-SZÁM, nem a leírás-hossz tengelye, és nem tartja fixen az össz-token-számot a két elrendezés között."
