azonosito,alkerdes,allitas_magyarul,idezet_eredeti,forras_url,tier,megbizhatosag
A14,SQ3,"A sqlite-vec hivatalos dokumentációja kimondja, hogy a kiterjesztés (jelenleg) kizárólag brute-force (teljes végigolvasásos) keresést valósít meg, és kis eszközökre szánták — nincs beépített közelítő (ANN) index.","""This is especially useful in `sqlite-vec`, which is (currently) brute-force only and meant to run on small devices.""",https://raw.githubusercontent.com/asg017/sqlite-vec/main/site/guides/binary-quant.md,T1,Magas
A15,SQ3,"A sqlite-vec saját 'Performance' útmutató oldala jelenleg üres vázlat (csak négy témapont felsorolva, tartalom nélkül) — vagyis a projekt hivatalosan NEM ad ki semmilyen konkrét méret-ajánlást vagy teljesítmény-számot arra, hány vektorig ésszerű a brute-force keresés.","""- page_size\n- memory mapping\n- in-memory index\n- chunk_size (?)"" [a teljes oldal tartalma]",https://raw.githubusercontent.com/asg017/sqlite-vec/main/site/guides/performance.md,T1,Magas — hiány dokumentálva a forrásból
A16,SQ3,"A pgvector (PostgreSQL) hivatalos README-je szerint a rendszer alapértelmezetten pontos (exact) legközelebbi szomszéd keresést végez, tökéletes recall-lal, index nélkül; a README nem ad konkrét sor-/vektorszám-küszöböt, amitől kezdve ajánlott áttérni közelítő indexre.","""By default, pgvector performs exact nearest neighbor search, which provides perfect recall.""",https://raw.githubusercontent.com/pgvector/pgvector/master/README.md,T1,Magas
A17,SQ3,"A Facebook/Meta FAISS hivatalos wiki-je ('Guidelines to choose an index') a pontos (Flat/brute-force) keresést a keresésszám és a RAM-korlát alapján javasolja, nem egy konkrét vektorszám-küszöb alapján: kevés (1000-10000) lekérdezésnél a brute-force a leghatékonyabb, mert az index-építés ideje nem térül meg.","""If you plan to perform only a few searches (say 1000-10000), the index building time will not be amortized by the search time. Then direct computation is the most efficient option. This is done via a \""Flat\"" index.""",https://raw.githubusercontent.com/wiki/facebookresearch/faiss/Guidelines-to-choose-an-index.md,T1,"Magas — hivatalos, de nem ad egyetlen 'N vektor' számot, feltétele a lekérdezésszám és a RAM, nem a vektorszám önmagában"
A18,SQ3,"A FAISS wiki a klaszterezésen (IVF) alapuló közelítő indexet már 1 millió vektor alatti adathalmazokra is javasolja paraméterezni (IVF_K, K=4*sqrt(N)-16*sqrt(N)) — vagyis a hivatalos ajánlás szerint jóval 1 millió vektor alatt is érdemes lehet elmozdulni a tiszta brute-force-tól, ha sok a lekérdezés vagy szűkös a memória.","""If below 1M vectors: ...,IVF_K_,... Where K is 4*sqrt(N) to 16*sqrt(N), with N the size of the dataset.""",https://raw.githubusercontent.com/wiki/facebookresearch/faiss/Guidelines-to-choose-an-index.md,T1,Magas
A19,SQ3,"Nem szakértői lektorált, magánblog-mérés (T3) szerint kb. 14 millió darab 384-dimenziós float32 vektoron (kb. 20 GB) egy 24 GB RAM-os gépen a Flat (brute-force) FAISS-keresés 200 lekérdezésre 12,4 másodpercet (kb. 62 ms/lekérdezés) és 18,7 GB RAM-ot igényelt, tökéletes (1.000) recall@10 mellett; HNSW ugyanerre 0,95 mp (kb. 4,75 ms/lekérdezés), 13,2 GB RAM, 0,962 recall.","""I stress-tested three FAISS index types on a 24 GB RAM machine using ~20 GB worth of synthetic 384-dim embeddings."" ... ""Flat 12.4 s 18.7 GB 1.000 / HNSW 0.95 s 13.2 GB 0.962 / HNSW+PQ 0.42 s 6.1 GB 0.902""",https://datashot.substack.com/p/scaling-vector-search-flat-vs-hnsw,T3,"Alacsony — egyetlen szerző, nem lektorált, a vektorszámot magunk számoltuk ki a megadott GB-ból és dimenzióból, a szerző nem közölte közvetlenül"
A20,SQ3,"A Qdrant (vektor-adatbázis gyártó) hivatalos technikai cikke szerint bináris kvantálással (BQ) 100 ezer, 1536-dimenziós OpenAI-embeddingre 900 MB helyett csak 128 MB RAM kell — kb. 7-szeres (nem 32-szeres) memóriacsökkenés a teljes, újra-pontozáshoz szükséges index szintjén (mert az eredeti vektorokat is meg kell őrizni a re-scoringhoz).","""For 100K OpenAI Embedding (`ada-002`) vectors we would need 900 Megabytes of RAM and disk space... With binary quantization, those same 100K OpenAI vectors only require 128 MB of RAM.""",https://qdrant.tech/articles/binary-quantization/index.md,T2,"Közepes-magas — gyártói mérés, de konkrét, reprodukálható számokkal"
A21,SQ3,"A sqlite-vec dokumentációja szerint a nyers vektor-tárolás szintjén (nem a teljes indexé) a bináris kvantálás elméleti tömörítése pontosan 32x (float32 → 1 bit): egy 8-dimenziós float32 vektor 32 bájtot, bináris kvantálva 1 bájtot foglal — 1 millió vektornál ez 32 MB helyett 1 MB.","""The original 8-dimensional `float32` vector requires `8 * 4 = 32` bytes of space to store. For 1 million vectors, that would be `32MB`. On the other hand, the binary quantized 8-dimensional vector can be stored in a single byte... For 1 million vectors, that would be just `1MB`, a 32x reduction!""",https://raw.githubusercontent.com/asg017/sqlite-vec/main/site/guides/binary-quant.md,T1,"Magas — de csak a nyers vektorbájtokra vonatkozik, nem a teljes indexre (lásd A20 ellentmondó nagyságrendje)"
A22,SQ3,"A Qdrant hivatalos benchmarkja szerint bináris kvantálás + túlmintavételezés (oversampling) + újra-pontozás (rescore) mellett a mért recall a modelltől és dimenziótól függően 0,9445 és 0,9966 között van (3-4x túlmintavételezéssel); a sqlite-vec dokumentációja csak minőségileg állítja, hogy 'sokat veszítünk' kvantálással, konkrét visszakeresési pontosság-számot nem közöl.","""|OpenAI text-embedding-3-large|3072|DBpedia 1M| 0.9966|3x| ... |Mistral Embed|768|No Open Data| 0.9445 |3x|""",https://qdrant.tech/articles/binary-quantization/index.md,T2,Közepes-magas
A23,SQ4,"A sqlite-vec README-je szerint a projekt kifejezett célja egy 'extrém kicsi, elég gyors' vektorkereső SQLite-kiterjesztés, ami mindenhol fut, ahol az SQLite is (Linux/macOS/Windows, WASM böngészőben, Raspberry Pi); és a projekt maga is kimondja, hogy pre-v1.0 állapotú, törő változásokra kell számítani.","""An extremely small, \""fast enough\"" vector search SQLite extension that runs anywhere!"" ... ""`sqlite-vec` is a pre-v1, so expect breaking changes!""",https://raw.githubusercontent.com/asg017/sqlite-vec/main/README.md,T1,Magas
A24,SQ4,"A sqlite-vec dokumentációja szerint macOS-en az operációs rendszer beépített SQLite-könyvtára alapból NEM támogatja a bővítmények betöltését, ezért az azt használó Python-sqlite3 modul sem tudja betölteni a sqlite-vec-et — a hivatalos munkakörülis a Homebrew-s Python/SQLite használata.","""The default SQLite library that is bundled with Mac operating systems do not include support for SQLite extensions. That means the default Python library that is bundled with MacOS also does not support SQLite extensions."" ... hibaüzenet: ""AttributeError: 'sqlite3.Connection' object has no attribute 'enable_load_extension'""",https://raw.githubusercontent.com/asg017/sqlite-vec/main/site/using/python.md,T1,Magas
A25,SQ4,"A sqlite-vec Node/Bun útmutatója kifejezetten megjegyzi, hogy Bun alatt macOS-en szükség lehet a rendszer SQLite lecserélésére (Database.setCustomSQLite), mert a beépített SQLite-könyvtár nem enged bővítményeket — Linuxon ez a korlátozás jellemzően nem áll fenn.","""// MacOS *might* have to do this, as the builtin SQLite library on MacOS doesn't allow extensions\nDatabase.setCustomSQLite(\""/usr/local/opt/sqlite3/lib/libsqlite3.dylib\"");""",https://raw.githubusercontent.com/asg017/sqlite-vec/main/site/using/js.md,T1,Magas — közvetlenül releváns a kampány Node/Bun/Docker környezetére
A26,SQ4,"A sqlite-vec Node.js-integrációja hivatalosan a következő SQLite-kötésekkel kompatibilis: a beépített node:sqlite (Node 23.5.0+), a better-sqlite3, a node-sqlite3, a Deno jsr:@db/sqlite, és a bun:sqlite.","""The `load()` function is compatible with `node:sqlite`, `better-sqlite3`, `node-sqlite3`, `jsr:@db/sqlite` (Deno), and `bun:sqlite`.""",https://raw.githubusercontent.com/asg017/sqlite-vec/main/site/using/js.md,T1,Magas
A27,SQ4,"A sqlite-vec Python-oldala szerint bizonyos funkciók futtatásához SQLite 3.41 vagy újabb ajánlott, de nem kötelező — régebbi verzióval is fut a kiterjesztés, csak bizonyos lekérdezések nem helyesen.","""Currently, **SQLite version 3.41 or higher** is recommended but not required. `sqlite-vec` will work with older versions, but certain features and queries will only work correctly in >=3.41.""",https://raw.githubusercontent.com/asg017/sqlite-vec/main/site/using/python.md,T1,Magas
A28,SQ4,"A kampány saját belső mérési dokumentuma szerint az FTS5 elérhetősége a Bun beépített SQLite-jában NINCS hivatalosan dokumentálva sehol; saját megfigyelésük (Linux, Bun 1.3.13, SQLite 3.51.2) szerint működik, de ez megfigyelés, nem garancia, és macOS-en a Bun az Apple rendszer-SQLite-ját használja, ami bővítményeket nem támogat.","""Az FTS5 elérhetősége a Bun beépített SQLite-jában nincs dokumentálva. A saját mérésünk áll — Linuxon, Bun 1.3.13, SQLite 3.51.2 —, de ez megfigyelés, nem garancia, és platformfüggő: macOS-en a Bun az Apple rendszer-SQLite-ját használja, ami bővítményeket nem támogat.""",belső dokumentum: /home/claude/work/audit/90-meresek.html,T1 (belső),"Magas — a mai kutatás (A24, A25) alátámasztja a macOS-részt, a Bun-FTS5 rész továbbra sem publikusan dokumentált"
A29,SQ5,"Az SQLite FTS5 hivatalos dokumentációja szerint pontosan négy beépített tokenizáló van: unicode61, ascii, porter és trigram — Snowball nincs köztük, az egy külön, harmadik féltől származó bővítmény (pl. fts5-snowball GitHub-projekt).","""FTS5 features four built-in tokenizer modules, described in subsequent sections: The unicode61 tokenizer... The ascii tokenizer... The porter tokenizer... The trigram tokenizer...""",https://sqlite.org/fts5.html,T1,Magas
A30,SQ5,"Az SQLite hivatalos FTS5-dokumentációja kifejezetten kimondja, hogy a beépített porter tövező kizárólag angol nyelvre készült, más nyelveken a hatása bizonytalan.","""The porter stemmer algorithm is designed for use with English language terms only - using it with other languages may or may not improve search utility.""",https://sqlite.org/fts5.html,T1,Magas
A31,SQ5,"Az SQLite FTS3/4 vs FTS5 összehasonlító hivatalos dokumentációja szó szerint kimondja, hogy az ICU-tokenizáló FTS5-ben nem elérhető ('The ICU tokenizer is not available'), csak a régebbi FTS3/4 modulban, fordítási opcióként.","""The ICU tokenizer is not available.""",https://sqlite.org/fts5.html,T1,"Magas — megegyezik a kampány saját, korábban rögzített idézetével"
A32,SQ5,"A hivatalos Snowball-projekt oldala szerint a magyar tövező algoritmust Anna Tordai készítette (2006. szeptember), és a mögötte álló tudományos hivatkozás: A. Tordai és M. de Rijke, 'Four Stemmers and a Funeral: Stemming in Hungarian at CLEF 2005' — ez egy tényleges, lektorált mérési tanulmány a magyar tövezésről, de a teljes szöveg fizetőfal mögött van (Springer), és nem sikerült elérni sem a szerzői másolatot (halott link), sem a ResearchGate-et (blokkolva), sem az absztraktot (Semantic Scholar zárt hozzáférésűnek jelzi).","""Sep 2006 - Hungarian stemmer. Contributed by Anna Tordai."" ... ""A. Tordai and M. de Rijke. Four Stemmers and a Funeral: Stemming in Hungarian at CLEF 2005""",https://snowballstem.org/algorithms/hungarian/stemmer.html,T1,"Magas a hivatkozás létezésére, de a tanulmány tartalma nem ellenőrizhető ebben a körben — lásd hianyok.md"
A33,SQ5,"A kampány saját belső dokumentuma (Spec 30 / D-02) azt állítja, hogy a szótövezés hiánya szándékos, mert az 'magyarra bizonyítottan ront' — de sem ez a dokumentum, sem a mérési dokumentum nem hivatkozik konkrét mérésre vagy forrásra ehhez az állításhoz; a mérési dokumentumban a legközelebbi kapcsolódó tétel egy MÁSIK jelenség (az MTEB BM25-alapvonal hibásan angol tövezővel futtatva magyar szövegen), nem a Snowball magyar tövező tényleges hatásának mérése.","""A tövező szándékosan hiányzik — magyarra bizonyítottan ront, és minden további nyelvhez külön szabályrendszer kellene."" [Spec 30] vs. ""Az MTEB publikál egy BM25 alapvonalat is ugyanezen a magyar feladaton. Nem szerepel itt... mert a baseline hardkódolt stemmer_language=\""english\""-gel futott magyar szövegen."" [90-meresek.html]",belső dokumentumok: /home/claude/work/ref/_to_delete/... nem található; ténylegesen: /home/claude/work/audit/30-kereses.html és /home/claude/work/audit/90-meresek.html,T1 (belső),"Magas a hiány megállapítására — ez egy konkrét, jelen kutatás által feltárt megalapozatlan-idézet probléma"
A34,SQ5,"Nem találtunk sem az SQLite hivatalos dokumentációjában, sem a fts5-snowball harmadik féltől származó kiegészítő dokumentációjában konkrét, számszerűsített mérést arról, hogy a Snowball magyar tövező (ami az agglutináló toldalékolást próbálja levágni) mennyire javítja vagy rontja a visszakeresést magyar szóalakokon — ez dokumentált hiány.",n/a — negatív találat,n/a,T1,Hiány dokumentálva
A35,SQ6,"A Claude Code hivatalos, ÉLŐ (2026-09-15-én lekért) hook-dokumentációja explicit módon kimondja: a hook-kimeneti szövegek (additionalContext, systemMessage, plain stdout) 10 000 karakterre vannak korlátozva; ezen felül a rendszer fájlba menti a teljes szöveget és egy előnézetet ad a modellnek.","""Hook output strings, including additionalContext, systemMessage, and plain stdout, are capped at 10,000 characters. Output that exceeds this limit is saved to a file and replaced with a preview and file path, the same way a large valid Bash result is handled under Output limits.""",https://code.claude.com/docs/en/hooks,T1,"Magas — de lásd ellentmondasok.md: ez ELLENTMOND a kampány jelenleg érvényes D-15 döntésének és a 2026-09-01-i ellenőrzésnek, amelyek szerint ez a szám NEM volt dokumentálva"
A36,SQ6,"Ugyanez a hivatalos oldal külön is megismétli az additionalContext-specifikus korlátot: ha egy érték meghaladja a 10 000 karaktert, a Claude Code fájlba írja, és rövid előnézettel + fájlúttal helyettesíti a modell felé.","""If a value exceeds 10,000 characters, Claude Code writes the text to a file in the session directory and passes Claude the file path with a short preview instead.""",https://code.claude.com/docs/en/hooks,T1,Magas
A37,SQ6,"Egy nyitott GitHub hibajegy (anthropics/claude-code #44086, Claude Code 2.1.92 verzióval) szerint a gyakorlatban a SessionStart hook kimenete, ha meghaladja a dokumentált korlátot, ténylegesen csak egy 2000 karakteres ('first 2KB') előnézetet kap a modell, nem az egész (fájlba mentett) tartalmat — ez összhangban áll a hivatalos dokumentáció 'preview' mechanizmusával, de a bejelentő szerint a felhasználói elvárás (hogy a teljes 10 000 karakter eljusson) nem teljesül.","""The documentation says that hook output his truncated after 10,000 characters, but I observe that if you breach this limit, the output is truncated to 2000 characters."" [WebFetch-összefoglalóból idézve, nem nyers HTML-ből]",https://github.com/anthropics/claude-code/issues/44086,"T2 (WebFetch-összefoglaló, jelölve)","Közepes — WebFetch-en keresztül kérve, nem nyers letöltéssel; a github.com nyers curl-lekérése ebben a környezetben egy API-proxy-hibába ütközött"
A38,SQ6,"A Codex CLI (OpenAI) hivatalos dokumentációja szerint a SessionStart hook (és más hook-ok) additionalContext mezőjének alapértelmezett mérethatára kb. 2500 token; ezt a handler additionalContextLimit paraméterével lehet felülírni, 0 érték esetén a teljes tartalom átmegy korlátozás nélkül.","""By default, Codex limits each model-visible hook-output message to roughly 2,500 tokens... Omit additionalContextLimit to use the default 2500-token threshold. Use a positive integer to select a different threshold, or 0 to pass the handler's complete additional context directly to the model.""",https://developers.openai.com/codex/hooks,T1,Magas — megegyezik a kampány D-15 döntésének állításával
A39,SQ6,"A Codex CLI hivatalos dokumentációja szerint a SessionStart hook azon események közé tartozik, amelyek munkamenet vagy subagent indulásakor futnak le ('When a session or subagent starts: SessionStart, SubagentStart'), és a start-forrás típusai: startup, resume, clear, compact.","""When a session or subagent starts SessionStart, SubagentStart"" ... ""SessionStart start source Values are startup, resume, clear, and compact""",https://developers.openai.com/codex/hooks,T1,Magas
A40,SQ6,"A Gemini CLI hivatalos hook-referenciája szerint van SessionStart hook, amely hookSpecificOutput.additionalContext mezőn keresztül tud kontextust injektálni ('Injected as the first turn in history' interaktív módban), de a teljes hivatalos hook-dokumentáció (reference.md, index.md, writing-hooks.md) egyetlen helyen sem említ karakter- vagy token-alapú méretkorlátot erre a mezőre — csak egy 60 másodperces (60000 ms) alapértelmezett időkorlátot dokumentál.","""hookSpecificOutput.additionalContext: (string) - Interactive: Injected as the first turn in history."" / a teljes doksiban a méretkorlátra nulla találat, csak: ""timeout | number | No | Execution timeout in milliseconds (default: 60000).""",https://raw.githubusercontent.com/google-gemini/gemini-cli/main/docs/hooks/reference.md,T1,"Magas — dokumentált hiány (nincs limit) egy hivatalos, teljes forrásból"
A41,SQ6,"A Cursor hivatalos hook-dokumentációja szerint van sessionStart hook, amely additional_context kimeneti mezőn keresztül ad kontextust a beszélgetés kezdeti rendszerkontextusához, de a teljes hivatalos oldal (beleértve a 'Feature Support' és 'Execution type limits' szakaszokat) sehol nem dokumentál karakter- vagy token-alapú méretkorlátot erre a mezőre.","""sessionStart ... Output Field Type Description ... additional_context string (optional) Additional context to add to the conversation's initial system context"" — méretre vonatkozó találat: 0",https://cursor.com/docs/hooks,T1,Magas — dokumentált hiány
A42,SQ6,"Összegzés kliensenként (2026-09-15-i hivatalos dokumentáció alapján): Claude Code = 10 000 karakter (dokumentált); Codex CLI = kb. 2500 token, alapértelmezett, állítható (dokumentált); Gemini CLI = nincs dokumentált limit; Cursor = nincs dokumentált limit.","lásd A35, A38, A40, A41","összesítés, lásd fenti sorok",T1,Magas
A43,SQ7,"Az MCP hivatalos specifikációja (2025-06-18) szerint a Sampling funkció lehetővé teszi, hogy a SZERVER kérjen (nem unilaterálisan betoljon) egy LLM-kiegészítést a kliensen keresztül, opcionálisan más MCP-szerverekből származó kontextust is beleértve a promptba — de a kliens tartja a kontrollt (modellválasztás, engedélyezés).","""The Model Context Protocol (MCP) provides a standardized way for servers to request LLM sampling (\""completions\"" or \""generations\"") from language models via clients... Servers can request text, audio, or image-based interactions and optionally include context from MCP servers in their prompts.""",https://modelcontextprotocol.io/specification/2025-06-18/client/sampling,T1,Magas
A44,SQ7,"Az MCP specifikáció kimondja, hogy Sampling esetén 'legyen emberi felügyelet' elv (SHOULD human in the loop) érvényes: az alkalmazásoknak lehetővé kell tenniük a kérések áttekintését, a promptok szerkesztését és a válaszok jóváhagyás előtti megtekintését.","""For trust & safety and security, there SHOULD always be a human in the loop with the ability to deny sampling requests.""",https://modelcontextprotocol.io/specification/2025-06-18/client/sampling,T1,Magas
A45,SQ7,"Az MCP specifikáció szerint a Resources (erőforrások) mechanizmus 'application-driven' (alkalmazás-vezérelt): a szerver csak felkínálja az adatot, a host alkalmazás dönti el, mikor és hogyan illeszti a kontextusba — tehát a szerver nem tud egyoldalúan kontextust betolni a klienshez, csak felkínálni pull-modellben.","""Resources in MCP are designed to be application-driven, with host applications determining how to incorporate context based on their needs.""",https://modelcontextprotocol.io/specification/2025-06-18/server/resources,T1,Magas
A46,SQ7,"Az MCP specifikáció szerint a Prompts mechanizmus 'user-controlled' (felhasználó-vezérelt): a promptokat a felhasználónak explicit módon kell kiválasztania (pl. per-command), a szerver nem futtathatja le automatikusan a felhasználó tudta nélkül.","""Prompts are designed to be user-controlled, meaning they are exposed from servers to clients with the intention of the user being able to explicitly select them for use.""",https://modelcontextprotocol.io/specification/2025-06-18/server/prompts,T1,Magas
A47,SQ7,"Összegzés: a jelenlegi MCP-specifikáció szerint a szerver NEM tud egyoldalúan, kliens-jóváhagyás nélkül kontextust 'betolni' a beszélgetésbe. Három mechanizmus létezik: Resources (pull, alkalmazás dönt), Prompts (pull, felhasználó választja), Sampling (a szerver kérést küld, de a kliens hagyja jóvá és futtatja le a modellt). A list_changed / resources/updated értesítések a legközelebbi a 'push'-hoz, de ezek is csak jelzik, hogy érdemes újra lekérdezni — nem viszik át maguktól a tartalmat.",lásd A43-A46,összesítés,T1,Magas
A48,SQ7,"A Cursor hivatalos MCP-dokumentációjának 'Protocol and extension support' táblázata explicit módon 6 támogatott képességet sorol fel (Tools, Prompts, Resources, Roots, Elicitation, Apps), mindegyiket 'Supported' jelöléssel — a Sampling képesség EGYÁLTALÁN NEM szerepel ebben a táblázatban, és a teljes oldalon nulla találat van a 'sampling' szóra.","""Feature Support Description Tools Supported ... Prompts Supported ... Resources Supported ... Roots Supported ... Elicitation Supported ... Apps (extension) Supported"" [a 'sampling' szó 0 előfordulással]",https://cursor.com/docs/mcp,T1,Magas — expliciten hiányzó képesség egy hivatalos listáról
A49,SQ7,"A Claude Code hivatalos, terjedelmes (kb. 103 ezer karakteres) MCP-dokumentációja tárgyalja a Tools, Resources (@ mention), Prompts (mint parancsok) és Elicitation (form/text mód) használatát, valamint a list_changed értesítéseket — de a 'sampling' szó a teljes oldalon egyszer sem fordul elő.","keresés eredménye: 0 találat a 'sampling' szóra a teljes oldalon; ezzel szemben pl. ""Claude Code automatically provides tools to list and read MCP resources when servers support them"" és ""MCP servers can expose prompts that become available as commands in Claude Code.""",https://code.claude.com/docs/en/mcp,T1,"Közepes-magas — hallgatás, nem explicit táblázat-kizárás, ezért gyengébb bizonyíték, mint A48"
A50,SQ7,"A Gemini CLI hivatalos MCP-dokumentációja (mcp-server.md) tárgyalja a Tools, Resources és Prompts (mint 'slash command') támogatását, de a teljes dokumentumban nulla találat van a 'sampling', 'elicit' és 'roots' szavakra.","grep eredmény: elicit=0, sampling=0, roots=0 találat a teljes docs/tools/mcp-server.md fájlban",https://raw.githubusercontent.com/google-gemini/gemini-cli/main/docs/tools/mcp-server.md,T1,Közepes-magas — hallgatás alapú következtetés
A51,SQ7,"A Codex CLI hivatalos MCP-oldala kizárólag a szállítási/hitelesítési képességeket ('Supported MCP features': STDIO servers, Streamable HTTP servers, Server instructions) sorolja fel egy listában — Tools, Resources, Prompts és Sampling egyike sem szerepel ezen a hivatalos 'Supported MCP features' listán, bár a Tools használata közvetve nyilvánvaló a szöveg többi részéből.","""Supported MCP features STDIO servers... Streamable HTTP servers... Server instructions...""",https://developers.openai.com/codex/mcp,T1,"Közepes — a lista feltehetően csak a szállítási réteget célozza, nem teljes funkció-mátrix, ezért gyengébb bizonyíték"
