claim_id,claim,source_ids,quote,quote_location,subquestion,volatility,confidence,verdict,note
SQ-04-C001,"The ctx object passed to createAuthMiddleware exposes path, body, headers, request, query and an auth-related context object (ctx.context), which is the documented surface for writing a custom per-object check inside a hook",src_2026-09-04_better-auth-com_hooks-better-auth,"**Context**: `ctx.context` auth related context, useful for accessing new session, auth cookies configuration, password hashing, config...","Hooks doc, Ctx section",SQ-04,stable,,,
SQ-04-C002,"Better Auth documents a requireResourceOwnership middleware helper that loads a resource by ID and verifies it belongs to the authenticated user, intended for endpoints operating on user-owned models",src_2026-09-04_better-auth-com_plugins-better-auth,A middleware that loads a resource by ID and verifies that it belongs to the authenticated user. Use it after `sessionMiddleware` for endpoints that operate on user-owned models.,"Plugins doc, Server-plugin helper functions, requireResourceOwnership",SQ-04,slow,,,
SQ-04-C003,"Better Auth documents a requireOrgRole middleware helper that verifies a user is a member of a specific organization and optionally holds one of a set of allowed roles, i.e. role-scoped not object-instance-scoped",src_2026-09-04_better-auth-com_plugins-better-auth,"A middleware that verifies the authenticated user is a member of a specific organization and, optionally, has one of a set of allowed roles.","Plugins doc, Server-plugin helper functions, requireOrgRole",SQ-04,slow,,,
SQ-04-C004,"databaseHooks before-hooks for user/session/account can abort the database operation entirely by returning false, or replace the payload by returning data, but only for those three fixed models -- there is no generic per-object (e.g. project) database hook",src_2026-09-05_better-auth-com_database-better-auth,"Before Hook: Executes before entity creation, update, or deletion. Returning `false` aborts the operation; returning data replaces the original payload.","Database docs, Database Hooks, Hook Types",SQ-04,stable,,,
SQ-04-C005,"Better Auth documents that session caching (secondary storage or cookie cache) does not include the custom fields added by customSession, and the custom session function re-runs on every session fetch",src_2026-09-04_better-auth-com_session-management-better-auth,"Session caching, including secondary storage or cookie cache, does not include custom fields. Custom session function is called each time the session is fetched.","Session Management doc, Caveats on Customizing Session Response",SQ-04,slow,,,
SQ-04-C006,"Better Auth's own docs warn that with cookieCache enabled, a revoked session can remain usable on other devices until the cached cookie expires, because the server cannot delete cookies already stored in a client browser",src_2026-09-04_better-auth-com_session-management-better-auth,Cookie cache stores session data in the client's browser,"Session Management doc, Session Caching, Notes on Cookie Cache",SQ-04,slow,,,
SQ-04-C007,"A real-world GitHub issue documents that with cookieCache enabled, revoking sessions server-side (e.g. via revokeOtherSessions on password change) does not invalidate the already-issued cached cookie, letting a user regain access until the cache TTL expires",src_2026-09-04_github-com_sensitive-auth-functions-should-ignore-the-cookie-cache-in-s,Auth functions like `/change-password` should always *ignore* the session cookie cache,GitHub Issue #4512 body,SQ-04,slow,,,
SQ-04-C008,The compact/default cookieCache strategy plus attached custom session data is capped by the browser's roughly 4KB per-cookie limit; Better Auth throws a runtime error rather than truncating or chunking when the limit is exceeded,src_2026-09-04_github-com_support-cookie-chunking-to-overcome-4kb-limitation-issue-469,Session data is too large to store in the cookie. Please disable session cookie caching or reduce the size of the session data,GitHub Issue #4697 body,SQ-04,slow,,,
SQ-04-C009,"Dynamic Access Control in the organization plugin lets roles and their statement permissions be created/edited at runtime and stored in a database table, but it is still role-level: checkRolePermission runs client-side synchronously and explicitly excludes dynamic roles",src_2026-09-05_better-auth-com_organization-better-auth,This will not include any dynamic roles as everything is ran synchronously on the client side. Please use the hasPermission APIs to include checks for any dynamic roles & permissions.,"Organization doc, Access Control Usage, checkRolePermission Note",SQ-04,slow,,,
SQ-04-C010,"The current Better Auth release as of this research is 1.7.2 (documented August 26, 2026), with the prior 1.7.0 (August 18, 2026) release carrying several breaking changes, none of which touch hooks, databaseHooks, customSession or the organization access-control API",src_2026-09-04_better-auth-com_changelog-better-auth,"The latest version is v1.7.2, released August 26, 2026.",Changelog page,SQ-04,volatile,,,
SQ-04-C011,"Before hooks run prior to an endpoint executing and are the documented place to modify requests, pre-validate data, or return early (e.g. veto with an APIError) -- this is the primitive an object-level permission check would be built on",src_2026-09-04_better-auth-com_hooks-better-auth,"**Before hooks** run *before* an endpoint is executed. Use them to modify requests, pre validate data, or return early.","Hooks doc, Before Hooks",SQ-04,stable,,,
SQ-04-C012,"customSession lets a developer customize what getSession and useSession return by wrapping the plugin around a callback, which is the documented mechanism to attach a computed permission set to the session",src_2026-09-04_better-auth-com_session-management-better-auth,Customize `getSession` and `useSession` responses using the `customSession` plugin:,"Session Management doc, Customizing Session Response",SQ-04,slow,,,
SQ-04-C013,"Better Auth's documented workaround for sensitive operations that must not tolerate a stale cookie cache is to explicitly disable the cache for that call, not any push-based invalidation",src_2026-09-04_better-auth-com_session-management-better-auth,Use `disableCookieCache: true` for sensitive operations,"Session Management doc, Session Caching, Notes on Cookie Cache",SQ-04,slow,,,
SQ-04-C014,"createAccessControl takes a statement object whose keys are resource-type names and whose values are arrays of allowed action strings -- the model is resource-type/action, not resource-instance/action",src_2026-09-05_better-auth-com_organization-better-auth,Create an access controller using the `createAccessControl` function with a statement object. The statement object uses resource names as keys with action arrays as values.,"Organization doc, Custom Permissions, Creating Access Control",SQ-04,slow,,,
SQ-04-C015,"A real GitHub bug report on Better Auth 1.4.13 shows hasPermission returning false even though the member held the required role and permissions, when those permissions were stored via a custom dynamic-access-control column rather than the built-in statement model",src_2026-09-04_github-com_haspermission-is-not-working-for-dynamic-access-control-in-o,"When validating permissions using `hasPermission`, the function consistently returned `false` despite the member having the required role and permissions assigned.","GitHub Issue #7822, Issue Description",SQ-04,volatile,,,
SQ-04-C016,"Better Auth's own organization-plugin docs point developers to its custom-permissions mechanism as the extension point, which a third-party (ZenStack) confirms is what they build row/object-level policy on top of rather than finding native resource-instance scoping in Better Auth",src_2026-09-04_zenstack-dev_when-embedded-authn-meets-embedded-authz-building-multi-tena,Better-Auth supports [custom permissions](https://www.better-auth.com/docs/plugins/organization#custom-permissions) for organizations.,"ZenStack blog, Conclusion",SQ-04,slow,,,
SQ-05-C001,"Drizzle ORM's SQLite schema DSL has no native support for CREATE VIRTUAL TABLE or the FTS5/R*Tree extensions; a feature request for it (opened Mar 20 2024, labeled db/sqlite, drizzle/kit, enhancement) is still open with no branches or pull requests.",src_2026-09-04_github-com_feature-sqlite-create-virtual-table-and-r-tree-extension-204,SQLite implements geospatial queries using the R*Tree extension and full text search using the FTS5 extension. Both extensions are enabled by default on Turso.,Issue #2046 description,SQ-05,stable,,,
SQ-05-C002,Practitioners using Drizzle with Turso/sqlite report that defining an FTS5 virtual table as a normal Drizzle sqliteTable and then running drizzle-kit's db:push destroys the virtual table because push tries to create/reconcile it as a regular table.,src_2026-09-04_answeroverflow-com_how-can-i-create-a-virtual-table-with-sqlite-drizzle-team-di,"If I define it as a regular sqliteTable, running db:push from drizzle kit will create the table and break the virtual table.",Discord question body,SQ-05,slow,,,
SQ-05-C003,"An open Bun GitHub issue reports that bun:sqlite on macOS arm64 shipped SQLite 3.43.2 in Bun 1.3.14 and 1.4.0-canary despite the release blog claiming 3.53.0, and that this shipped version has a severe FTS5 bug causing 'database disk image is malformed' (errno 267) on UPDATE/DELETE against FTS5 virtual tables, forcing the reporter to downgrade to FTS4.",src_2026-09-05_github-com_bun-sqlite-on-macos-arm64-still-ships-sqlite-3-43-2-in-bun-1,"The shipped version contains a severe FTS5 bug. The reporter encountered ""database disk image is malformed"" (errno 267) errors when performing UPDATE or DELETE operations on FTS5 virtual tables. This forced their application to downgrade from FTS5 to FTS4, sacrificing storage efficiency.",Issue #31247 summary - Critical Impact,SQ-05,volatile,,,
SQ-05-C004,"A separate, since-fixed Bun issue (#37044, closed via PR #37045) showed bun:sqlite could segfault on macOS when repeatedly creating an in-memory DB with an FTS5 virtual table, querying it, and calling db.close() — a use-after-free in FTS5 vtab teardown (sqlite3Fts5IndexClose / fts5DisconnectMethod) — with DROP TABLE before close() as the workaround.",src_2026-09-05_github-com_bun-sqlite-segfaults-in-fts5-vtab-teardown-on-database-close,Executing `DROP TABLE <fts5_table>` before `close()` prevents crashes,Issue #37044 Key Findings,SQ-05,volatile,,,
SQ-05-C005,"Drizzle's documented escape hatch for DDL that drizzle-kit does not support (e.g. CREATE VIRTUAL TABLE for FTS5) is an empty custom migration file generated via 'drizzle-kit generate --custom --name=X' and hand-written as raw SQL, applied normally with 'drizzle-kit migrate'.",src_2026-09-04_orm-drizzle-team_drizzle-orm-custom-migrations,"Drizzle lets you generate empty migration files to write your own custom SQL migrations for DDL alternations currently not supported by Drizzle Kit or data seeding, which you can then run with drizzle-kit migrate command.","Custom migrations page, intro paragraph",SQ-05,slow,,,
SQ-05-C006,"Drizzle's official sql tagged-template documentation explicitly frames it as the escape hatch for expressions/extensions the query builder cannot express, offering sql, sql<T>() for a client-side type hint only (no runtime mapping), sql.raw() for unescaped raw SQL, and db.execute() to run it.",src_2026-09-05_orm-drizzle-team_drizzle-orm-magical-sql-operator-doc-page,Please note that sql<T> does not perform any runtime mapping. The type you define using sql<T> is purely a helper for Drizzle.,"Magic sql operator page, sql<T> section",SQ-05,stable,,,
SQ-05-C007,Bun's own bun:sqlite documentation never mentions FTS5 or the SQLITE_ENABLE_FTS5 compile flag; it only documents .loadExtension() for loadable extensions and notes that on macOS Bun uses Apple's system SQLite while on Linux and Windows Bun statically links its own bundled SQLite build.,src_2026-09-04_bun-sh_sqlite-bun-docs,"macOS: Bun uses the system-provided SQLite, which Apple builds with persistent WAL enabled. The -wal and -shm files persist after close. This is not a bug — it is how Apple configured the system SQLite.",WAL sidecar file cleanup section,SQ-05,slow,,,
SQ-05-C008,"FTS5's bm25() ranking function takes optional per-column weight arguments after the table name and returns lower numeric values for better matches, so ordering must use 'ORDER BY bm25(tbl)' ascending, not descending.",src_2026-09-04_sqlite-org_sqlite-fts5-extension-external-content-tables-bm25-highlight,"SELECT * FROM email WHERE email MATCH ? ORDER BY bm25(email, 10.0, 5.0);",The bm25() Function section,SQ-05,stable,,,
SQ-05-C009,A real-world SQLite forum report (with SQLite core developer Dan Kennedy responding) documents that a plausible-looking but incorrect external-content FTS5 trigger pattern (plain INSERT/DELETE against the FTS5 table by an application id column instead of the rowid+special-delete-command pattern) caused database corruption roughly 10% of the time when updating and then querying shortly after.,src_2026-09-04_sqlite-org_sqlite-user-forum-corrupt-fts5-table-after-declaring-trigger,randomly (maybe 10% of the time) a corrupt database after updating meaning column of my_table and then querying the FTS5 table (for meaning) shortly after.,Post 1.1 by Mark (marcardar),SQ-05,stable,,,
SQ-05-C010,"The official SQLite FTS5 external-content synchronization pattern requires exactly three triggers (AFTER INSERT, AFTER DELETE, AFTER UPDATE) on the source table, using INSERT INTO fts_table(rowid, cols) for adds and the special 'delete' command form of INSERT INTO fts_table(fts_table, rowid, cols) for removals, not a plain DELETE FROM against the FTS5 table.",src_2026-09-04_sqlite-org_sqlite-fts5-extension-external-content-tables-bm25-highlight,"INSERT INTO fts_idx(fts_idx, rowid, b, c) VALUES('delete', old.a, old.b, old.c);",Keeping External Content Tables Synchronized section,SQ-05,stable,,,
SQ-05-C011,Drizzle's official bun-sqlite get-started guide shows wrapping an existing bun:sqlite Database client instance instead of only opening by file path.,src_2026-09-04_orm-drizzle-team_get-started-with-drizzle-and-bun-sqlite,const db = drizzle({ client: sqlite });,Step 3 - Connect Drizzle ORM to the database,SQ-05,volatile,,,
SQ-05-C012,"A real-world SQLite forum report, with SQLite core developer Dan Kennedy responding, documents that an incorrect external-content FTS5 trigger pattern (plain application-id-based INSERT/DELETE against the FTS5 table instead of the documented rowid + special delete-command pattern) caused database corruption roughly 10 percent of the time.",src_2026-09-04_sqlite-org_sqlite-user-forum-corrupt-fts5-table-after-declaring-trigger,randomly (maybe 10% of the time) a corrupt database after updating meaning column of my_table and then querying the FTS5 table (for meaning) shortly after.,"Post 1.1 by Mark (marcardar), 2022-03-23",SQ-05,stable,,,
SQ-05-C013,"Drizzle Studio (the drizzle-kit tooling suite) throws a SQL input error 'no such column: rowid' when a user tries to open the auto-generated _config shadow table that FTS5 creates next to a CREATE VIRTUAL TABLE ... USING fts5(...) table, indicating Drizzle's tooling does not fully understand FTS5's internal shadow-table schema.",src_2026-09-04_github-com_bug-unexpected-error-when-open-fts-config-table-3235,SQL_INPUT_ERROR: SQL input error: no such column: rowid (at offset 17),Issue #3235 Problem Description,SQ-05,slow,,,
SQ-06-C001,"SQLite's max database size is ~17.5TB at the default 4096-byte page size, or ~281TB if page size is raised to the 64KB maximum.",src_2026-09-04_sqlite-org_implementation-limits-for-sqlite,"When used with the default page size of 4096 bytes, this gives a maximum database size of about 17.5 terabytes. If the page size is increased to the maximum of 65536 bytes, then the database file can grow to be as large as about 281 terabytes.",limits.html section 12/14,SQ-06,stable,,,
SQ-06-C002,SQLite's theoretical max row count (2^64) is unreachable in practice because the 281TB max database size is hit first.,src_2026-09-04_sqlite-org_implementation-limits-for-sqlite,The theoretical maximum number of rows in a table is 2^64 (18446744073709551616 or about 1.8e+19). This limit is unreachable since the maximum database size of 281 terabytes will be reached first.,limits.html section 13,SQ-06,stable,,,
SQ-06-C003,SQLite row size is bounded by SQLITE_MAX_LENGTH because the whole row is encoded as one BLOB during INSERT/SELECT.,src_2026-09-04_sqlite-org_implementation-limits-for-sqlite,"During part of SQLite's INSERT and SELECT processing, the complete content of each row in the database is encoded as a single BLOB. So the SQLITE_MAX_LENGTH parameter also determines the maximum number of bytes in a row.",limits.html section 1,SQ-06,stable,,,
SQ-06-C004,"Practitioners on the official SQLite forum report that WAL mode is not faster than the default rollback journal for a heavy-insert (write-dominated) workload; WAL's advantage is concurrency, not raw single-writer insert speed.",src_2026-09-04_sqlite-org_sqlite-user-forum-wal-mode-speed-vs-normal-comparison,"An heavy-insert scenario is not faster with WAL, in my experience.",forum post (4) by ddevienne,SQ-06,stable,,,
SQ-06-C005,"A physics-based ceiling exists for fsync-per-transaction throughput on rotating disks: about 60 transactions/sec absolute max for a 7200 RPM drive, versus roughly 10,000 TPS for a modern SSD and up to about a million TPS for a RAID array.",src_2026-09-04_sqlite-org_sqlite-user-forum-wal-mode-speed-vs-normal-comparison,"7200 RPM divided by 60 seconds per minute divided by 2 rotations per transaction yields 60 transactions per second, absolute max, hard-limited by physics, yet a lone modern SSD may achieve 10000 TPS, and a RAID of them may achieve a million TPS.",forum post (12.1) by Warren Young,SQ-06,stable,,,
SQ-06-C006,"A measured benchmark (stated hardware) found WAL mode reduces write throughput versus the default DELETE journal mode at low concurrency: -43% at 1 writer, -17% at 2 writers -- WAL only wins from 4+ concurrent writers onward.",src_2026-09-04_shivekkhurana-com_sqlite-in-production-a-real-world-benchmark,"At 1 and 2 concurrent connections, writing to WAL reduces throughput by 43% and 17% respectively.",'WAL Mode Throughput (writes/sec)' section,SQ-06,volatile,,,
SQ-06-C007,"In SQLite's own kvtest benchmark, writes were 5 to 15 times slower than reads on every tested system, for both direct file I/O and SQLite.",src_2026-09-04_sqlite-org_35-faster-than-the-filesystem,"Writes are slower. On all systems, using both direct I/O and SQLite, write performance is between 5 and 15 times slower than reads.",2.2 Write Performance Measurements,SQ-06,stable,,,
SQ-06-C008,Calling fsync() per file on direct-to-disk writes (the JSONL-style pattern) was measured at least 10x slower than SQLite's own single-file writes in SQLite's official benchmark.,src_2026-09-04_sqlite-org_35-faster-than-the-filesystem,Invoking fsync() or FlushFileBuffers() per file causes direct-to-disk storage slowdown by factor of 10 or more versus SQLite writes.,2.2 Write Performance Measurements,SQ-06,stable,,,
SQ-06-C009,"better-sqlite3 (a Node/Bun sqlite binding) measured, in WAL mode on a 2014 MacBook Pro, 62,554 individual-row inserts/sec.",src_2026-09-04_raw-githubusercontent-com_better-sqlite3-benchmark,"better-sqlite3 x 62,554 ops/sec ±7.33%","Results, 2020-03-29, 'inserting rows individually'",SQ-06,volatile,,,
SQ-06-C010,"better-sqlite3 measured 4,141 100-row-batched-transaction commits/sec in WAL mode (roughly 414K rows/sec when inserts are batched into single transactions).",src_2026-09-04_raw-githubusercontent-com_better-sqlite3-benchmark,"better-sqlite3 x 4,141 ops/sec ±4.57%","Results, 2020-03-29, 'inserting 100 rows in a single transaction'",SQ-06,volatile,,,
SQ-06-C011,"HashiCorp Vault's audit subsystem is fail-closed: it guarantees every event reaches at least one enabled audit device, and documents that if all audit devices become unavailable Vault itself becomes unavailable.",src_2026-09-04_developer-hashicorp-com_audit-logging-in-hashicorp-vault,Vault sends the audit log entry of every API request and response to all enabled audit devices and guarantees that it saves to at least one of the enabled devices.,Critical Availability Requirements,SQ-06,stable,,,
SQ-06-C012,Vault's file audit backend is described by its own vendor documentation as a deliberately minimal append-only file writer with no built-in rotation.,src_2026-09-05_developer-hashicorp-com_file-audit-device-hashicorp-vault-docs,This is a very simple audit device: it appends logs to a file.,File Audit Device overview,SQ-06,stable,,,
SQ-06-C013,"The JSON Lines specification recommends but does not require a trailing newline after the last record, and does not define any recovery procedure for a truncated/torn final line.",src_2026-09-05_jsonlines-org_json-lines-documentation-for-the-json-lines-text-file-format,Including a line terminator after the last JSON value in a file is strongly recommended but not required.,Line Terminator section,SQ-06,stable,,,
SQ-06-C014,"SQLite's on-disk row overhead is small and structural: one varint for header length plus one serial-type varint per column, and both are usually a single byte each, with no fixed-width padding for TEXT/BLOB columns.",src_2026-09-04_sqlite-org_sqlite-record-format-varint-and-serial-type-codes,The header size varint and serial type varints will usually consist of a single byte.,Serial Type Codes section,SQ-06,stable,,,
SQ-06-C015,Measured fsync latency scales enormously with storage hardware: a 7200 RPM HDD is limited to about 56 fsync-backed transactions/sec (~18ms each) with a single connection.,src_2026-09-04_percona-com_fsync-performance-on-storage-devices,A 7.2k RPM drive limits fully ACID transactions to ~56/second with single connection,Practical Implications,SQ-06,volatile,,,
SQ-06-C016,"immudb's vendor documentation claims it 'can handle millions of transactions per second' for its hash-chained tamper-evident log, but states no benchmark hardware, dataset, or configuration for that number.",src_2026-09-04_docs-immudb-io_immudb-explained,"Unlike blockchains, immudb can handle millions of transactions per second, and can be used both as a lightweight service or embedded in your application as a library.",What makes immudb special,SQ-06,volatile,,,
SQ-07-C001,SQLite ATTACH DATABASE allows at most 10 attached databases by default; the hard maximum is 125 regardless of runtime tuning.,src_2026-09-04_sqlite-org_implementation-limits-for-sqlite,The number of simultaneously attached databases is limited to SQLITE_MAX_ATTACHED which is set to 10 by default. The maximum number of attached databases cannot be increased above 125.,"Section 11, Maximum Number Of Attached Databases",SQ-07,stable,,,
SQ-07-C002,A monthly-partition-per-attached-file design in SQLite is limited by SQLITE_MAX_ATTACHED and rules out attach-based partitioning once partition count reaches the hundreds.,src_2026-09-04_mako-ai_partitioning-alternatives-in-sqlite,"The number of attached databases is capped by SQLITE_MAX_ATTACHED, which defaults to 10 and has a hard ceiling of 125. You can raise it up to that ceiling at runtime with sqlite3_limit(db, SQLITE_LIMIT_ATTACHED, n), but you cannot exceed 125. This rules out attach-based partitioning for anything with hundreds of partitions.",Alternative 3: ATTACH DATABASE,SQ-07,slow,,,
SQ-07-C003,"Querying across SQLite time partitions is expressed as separate per-period tables combined by a UNION ALL view, which is read-only and does not prune non-matching branches automatically.",src_2026-09-04_mako-ai_partitioning-alternatives-in-sqlite,"Reads against events see everything. Writes have to target the correct underlying table, because a UNION ALL view is not writable on its own... The catch: SQLite does not prune the UNION ALL branches the way a partitioned planner would.",Alternative 2: Separate tables plus a UNION ALL view,SQ-07,slow,,,
SQ-07-C004,A transaction spanning multiple ATTACHed SQLite databases is not guaranteed atomic when the main database runs in WAL mode.,src_2026-09-04_mako-ai_partitioning-alternatives-in-sqlite,"A transaction spanning multiple attached files is atomic only when the main database is in rollback-journal mode (or you enable the right settings); in WAL mode, atomic commits across attached databases are not guaranteed.",Alternative 3: ATTACH DATABASE,SQ-07,slow,,,
SQ-07-C005,"logrotate's copytruncate option, needed when a process holds the log file open and cannot be told to reopen it, has a documented small window where log data can be lost between the copy and the truncate.",src_2026-09-04_manpages-ubuntu-com_logrotate-8-man-page-ubuntu-24-04,"Note that there is a very small time slice between copying the file and truncating it, so some logging data might be lost.",copytruncate directive,SQ-07,stable,,,
SQ-07-C006,"logrotate supports both size-based and time-based (hourly/daily/weekly/monthly/yearly) rotation triggers, plus maxage to prune old rotated logs by age regardless of the rotate count.",src_2026-09-04_manpages-ubuntu-com_logrotate-8-man-page-ubuntu-24-04,Log files are rotated only if they grow bigger than size bytes... Remove rotated logs older than <count> days. The age is only checked if the logfile is to be rotated.,size and maxage directives,SQ-07,stable,,,
SQ-07-C007,"zstd at its fastest general setting achieves a 2.896x compression ratio on the Silesia corpus, beating zlib/gzip's 2.743x at similar or lower CPU cost, with far higher decompression throughput.",src_2026-09-04_github-com_facebook-zstd-readme-benchmark-table,zstd 1.5.7 -1 | 2.896 | 510 MB/s | 1550 MB/s,Benchmark Results table (lzbench on Silesia corpus),SQ-07,slow,,,
SQ-07-C008,"zlib (the gzip algorithm) achieves a 2.743x compression ratio on the Silesia corpus at level -1, with roughly 5x lower compression throughput than zstd -1.",src_2026-09-04_github-com_facebook-zstd-readme-benchmark-table,zlib 1.3.1 -1 | 2.743 | 105 MB/s | 390 MB/s,Benchmark Results table (lzbench on Silesia corpus),SQ-07,slow,,,
SQ-07-C009,"SQLite VACUUM requires as much as twice the original database file size in free disk space while it runs, because it copies the database to a temporary file before overwriting the original.",src_2026-09-04_sqlite-org_sqlite-vacuum-documentation,"This means that when VACUUMing a database, as much as twice the size of the original database file is required in free disk space.","Section 3, How VACUUM works",SQ-07,stable,,,
SQ-07-C010,Deleting rows in SQLite does not shrink the database file by default: freed pages are marked reusable but the file stays the same size unless VACUUM is run or auto_vacuum is enabled.,src_2026-09-04_sqlite-org_sqlite-vacuum-documentation,"Unless SQLite is running in ""auto_vacuum=FULL"" mode, when a large amount of data is deleted from the database file it leaves behind empty space, or ""free"" database pages. This means the database file might be larger than strictly necessary. Running VACUUM to rebuild the database reclaims this space and reduces the size of the database file.","Section 2, Description",SQ-07,stable,,,
SQ-07-C011,"SQLite's auto_vacuum mode reclaims free pages automatically after deletes without a manual VACUUM, but at the documented cost of extra file fragmentation, and it does not compact partially filled pages the way VACUUM does.",src_2026-09-04_sqlite-org_sqlite-vacuum-documentation,"However, using auto_vacuum can lead to extra database file fragmentation. And auto_vacuum does not compact partially filled pages of the database as VACUUM does.","Section 3, How VACUUM works",SQ-07,stable,,,
SQ-07-C012,"PCI DSS's own documentation is echoed by secondary sources as requiring at least one year (12 months) of audit log history in total, with at least the most recent three months immediately available for analysis.",src_2026-09-04_pcidssguide-com_what-are-the-pci-dss-log-retention-requirements,"In the case of PCI DSS, the audit history should be kept for at least one year and at least three months immediately available for analysis.",Overview,SQ-07,stable,,,
SQ-07-C013,"ISO/IEC 27001:2022 Annex A control 8.15 (Logging) requires that logs recording activities, exceptions, faults and other relevant events be produced, stored, protected and analysed, without stating a numeric retention period.",src_2026-09-04_hightable-io_iso-27001-annex-a-8-15-logging-explained,"Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.","Definition, quoting ISO27001:2022 Annex A 8.15",SQ-07,stable,,,
SQ-07-C014,"Because ISO 27001 leaves the retention duration to the organisation's own risk assessment, secondary guidance converges on 12 months as the de facto rule of thumb, with the most recent 3 months kept readily accessible.",src_2026-09-04_hightable-io_iso-27001-annex-a-8-15-logging-explained,"There is no single mandated period, but 12 months is the industry standard ""rule of thumb"" for retention, with the most recent 3 months being immediately available for analysis.",FAQ: How long should we keep audit logs for ISO 27001?,SQ-07,stable,,,
SQ-07-C015,"Neither the NIS2 Directive nor its Commission Implementing Regulation 2024/2690 (Section 3.2.5 of the Annex, covering log protection and retention) specifies a minimum log retention duration; it only requires logs be maintained, backed up and protected against unauthorised access and modification.",src_2026-09-04_nis-2-templates-com_what-nis2-cir-2024-2690-actually-requires-for-logging,CIR Section 3.2.5 does not specify a minimum retention duration. Neither does the NIS2 Directive itself.,3.2.5 - Log Protection and Retention,SQ-07,stable,,,
SQ-07-C016,"For NIS2 compliance in practice, a 12-month log retention split as 6 months hot (queryable) plus 6 months cold archive is cited as a defensible practical floor, with some member states' guidance citing an 18-month floor for essential entities.",src_2026-09-04_nis-2-templates-com_what-nis2-cir-2024-2690-actually-requires-for-logging,"A 12-month minimum — 6 months in hot (online, queryable) storage plus 6 months in cold archive — is the practical floor that survives most national audits and supports forensic reconstruction across the widest range of incident scenarios.",3.2.5 - Log Protection and Retention,SQ-07,volatile,,,
SQ-07-C017,"SOC 2's Trust Services Criteria do not prescribe an exact log/data retention duration; they require the organisation to define, document and enforce its own retention periods by data classification.",src_2026-09-04_bytebase-com_soc-2-data-security-and-retention-requirements,"While SOC 2 doesn't specify exact durations, it requires: Identifying and classifying sensitive data in databases, Defining retention periods by data type, Protecting data during retention, Ensuring secure and verifiable deletion afterward",Data Retention Requirements,SQ-07,stable,,,
SQ-07-C018,"The GDPR's storage limitation principle (Article 5(1)(e)) requires personal data be kept identifiable for no longer than necessary for the purposes of processing, which bounds how long an audit log entry carrying personal data (e.g. a user ID performing an action) may be retained without a documented purpose.",src_2026-09-04_gdpr-info-eu_art-5-gdpr-principles-relating-to-processing-of-personal-dat,kept in a form which permits identification of data subjects for no longer than is necessary for the purposes for which the personal data are processed,Art. 5(1)(e),SQ-07,stable,,,
SQ-08-C001,"SQLite multi-column indexes require an unbroken prefix of equality/IN-bound columns; the right-most usable column may carry the range/sort part, so a composite index for the per-user view should be (user_id, ts) with user_id first, not ts first.",src_2026-09-04_sqlite-org_the-sqlite-query-optimizer-overview,The initial columns of the index must be used with the = or IN or IS operators. The right-most column that is used can employ inequalities.,optoverview.html section 2 WHERE Clause Analysis,SQ-08,stable,,,
SQ-08-C002,"SQLite supports DESC as a real physical index column order (schema format 4), not just query-time reversal; it has been understood since SQLite 3.3.0 (2006-01-11) and is the default schema format since 3.7.10 (2012-01-16).",src_2026-09-04_sqlite-org_create-index-sqlite-documentation,The descending index schema format (4) takes index sort order into account. Only versions of SQLite 3.3.0 (2006-01-11) and later are able to understand the descending index format.,lang_createindex.html section 1.3 Descending Indexes,SQ-08,stable,,,
SQ-08-C003,SQLite can satisfy ORDER BY rowid DESC (and by extension DESC on an indexed column) without a sort step by scanning the b-tree from the end backward instead of materializing and sorting the output.,src_2026-09-04_sqlite-org_query-planning-sqlite-documentation,"SQLite will still omit the sorting step. But in order for output to appear in the correct order, SQLite will do the table scan starting at the end and working toward the beginning",queryplanner.html section 2.1 Sorting By Rowid,SQ-08,stable,,,
SQ-08-C004,"A covering index (one containing every column a query needs) lets SQLite skip the second binary search into the base table, roughly doubling query speed for that lookup, marked in EXPLAIN QUERY PLAN as 'USING COVERING INDEX'.",src_2026-09-04_sqlite-org_the-sqlite-query-optimizer-overview,This saves one binary search for each row and can make many queries run twice as fast.,optoverview.html section 9 Covering Indexes,SQ-08,stable,,,
SQ-08-C005,"In EXPLAIN QUERY PLAN output, SCAN means SQLite iterates all rows of a table (even in index order), while SEARCH means only a subset of rows is visited; a 'USE TEMP B-TREE FOR ORDER BY' line means the ORDER BY could not be satisfied by an index and a temporary sort structure was built instead.",src_2026-09-04_sqlite-org_explain-query-plan-sqlite-documentation,"""SCAN"" is used for a full-table scan, including cases where SQLite iterates through all records in a table in an order defined by an index. ""SEARCH"" indicates that only a subset of the table rows are visited.",eqp.html section 1.1 Table and Index Scans,SQ-08,stable,,,
SQ-08-C006,"When a temp b-tree is needed for sorting, EXPLAIN QUERY PLAN emits a literal 'USE TEMP B-TREE FOR ORDER BY' node, and this can be eliminated by adding an index on the ORDER BY column(s).",src_2026-09-04_sqlite-org_explain-query-plan-sqlite-documentation,In this case using the temporary b-tree can be avoided by creating an index,eqp.html section 1.2 Temporary Sorting B-Trees,SQ-08,stable,,,
